Number of Hidden Dims,Decrease Rate of Layers' Units,Seed,Pre Filter Count,Loss Filter Count,Node Name,Hidden Dims,Latent Dim,Test Accuracy,Test Precision,Test Recall,Test F0.5-Score,Test F1-Score,Test F2-Score,Test Conf. Matrix,All Data Accuracy,All Data Precision,All Data Recall,All Data F0.5-Score,All Data F1-Score,All Data F2-Score,All Data Conf. Matrix,Post_Test Accuracy,Post_Test Precision,Post_Test Recall,Post_Test F0.5-Score,Post_Test F1-Score,Post_Test F2-Score,Post_Test Conf. Matrix,Post All Data Accuracy,Post All Data Precision,Post All Data Recall,Post All Data F0.5-Score,Post All Data F1-Score,Post All Data F2-Score,Post All Data Conf. Matrix
2,1.7919999999999998,8,460,20,r210n01.gzip,"[256, 142]",79,0.81,0.77,1.0,0.81,0.87,0.94,"[[ 342  384]
 [   1 1292]]",0.58,0.33,1.0,0.38,0.5,0.71,"[[3742 4250]
 [   1 2099]]",0.7,0.68,1.0,0.73,0.81,0.92,"[[ 126  600]
 [   0 1293]]",0.35,0.24,1.0,0.28,0.39,0.61,"[[1399 6593]
 [   0 2100]]"
2,1.7919999999999998,2,460,20,r208n14.gzip,"[256, 142]",79,0.98,0.5,0.4,0.48,0.45,0.42,"[[1636   17]
 [  25   17]]",0.99,0.33,0.41,0.34,0.37,0.39,"[[8314   73]
 [  51   36]]",0.96,0.34,0.68,0.38,0.46,0.57,"[[1587   61]
 [  15   32]]",0.96,0.18,0.7,0.21,0.29,0.44,"[[8067  310]
 [  29   68]]"
2,1.7919999999999998,8,460,20,r208n14.gzip,"[256, 142]",79,0.98,0.88,0.35,0.68,0.5,0.4,"[[1650    2]
 [  28   15]]",0.99,0.46,0.44,0.46,0.45,0.44,"[[8343   44]
 [  49   38]]",0.98,1.0,0.32,0.7,0.48,0.37,"[[1654    0]
 [  28   13]]",0.99,0.92,0.42,0.74,0.57,0.47,"[[8387    3]
 [  49   35]]"
2,1.7919999999999998,2,460,20,r206n18.gzip,"[256, 142]",79,0.93,0.27,0.85,0.31,0.41,0.59,"[[2116  156]
 [  10   57]]",0.93,0.12,0.84,0.15,0.21,0.39,"[[10746   812]
 [   22   114]]",0.96,0.38,0.82,0.42,0.52,0.66,"[[2196   82]
 [  11   50]]",0.95,0.17,0.82,0.2,0.28,0.46,"[[11043   522]
 [   23   106]]"
2,1.7919999999999998,8,460,20,r206n18.gzip,"[256, 142]",79,0.94,0.28,0.85,0.33,0.42,0.6,"[[2134  140]
 [  10   55]]",0.93,0.13,0.81,0.16,0.22,0.4,"[[10821   738]
 [   25   110]]",0.95,0.31,0.82,0.35,0.45,0.62,"[[2163  114]
 [  11   51]]",0.95,0.15,0.79,0.17,0.25,0.42,"[[10958   606]
 [   27   103]]"
2,1.7919999999999998,2,460,20,r207n14.gzip,"[256, 142]",79,0.95,0.53,0.8,0.57,0.64,0.73,"[[2744  116]
 [  33  132]]",0.96,0.34,0.81,0.39,0.48,0.64,"[[14264   519]
 [   66   273]]",0.99,0.94,0.79,0.91,0.86,0.81,"[[2852    8]
 [  35  130]]",0.99,0.88,0.8,0.86,0.84,0.81,"[[14748    36]
 [   69   269]]"
2,1.7919999999999998,8,460,20,r207n14.gzip,"[256, 142]",79,0.91,0.39,0.91,0.44,0.55,0.72,"[[2605  245]
 [  16  159]]",0.92,0.21,0.92,0.25,0.35,0.55,"[[13599  1176]
 [   28   319]]",0.98,0.9,0.79,0.88,0.84,0.81,"[[2840   15]
 [  35  135]]",0.99,0.8,0.81,0.81,0.81,0.81,"[[14717    67]
 [   63   275]]"
2,1.7919999999999998,2,460,20,r206n09.gzip,"[256, 142]",79,0.95,0.64,0.24,0.48,0.35,0.27,"[[2740   20]
 [ 111   35]]",0.98,0.39,0.25,0.35,0.3,0.27,"[[14104   120]
 [  230    76]]",0.79,0.21,0.9,0.25,0.34,0.55,"[[2135  594]
 [  17  160]]",0.78,0.09,0.92,0.12,0.17,0.34,"[[10988  3180]
 [   29   333]]"
2,1.7919999999999998,8,460,20,r206n09.gzip,"[256, 142]",79,0.7,0.17,0.93,0.21,0.29,0.49,"[[1870  846]
 [  14  176]]",0.7,0.07,0.93,0.09,0.14,0.28,"[[9776 4375]
 [  27  352]]",0.74,0.19,0.93,0.23,0.32,0.53,"[[1992  730]
 [  12  172]]",0.74,0.08,0.93,0.1,0.15,0.3,"[[10375  3793]
 [   27   335]]"
2,1.7919999999999998,2,460,20,r207n19.gzip,"[256, 142]",79,0.86,0.11,0.88,0.14,0.2,0.38,"[[1926  325]
 [   6   42]]",0.85,0.05,0.9,0.06,0.1,0.21,"[[9694 1697]
 [  10   92]]",0.98,0.47,0.48,0.47,0.48,0.48,"[[2248   18]
 [  17   16]]",0.99,0.28,0.61,0.31,0.38,0.49,"[[11311   111]
 [   28    43]]"
2,1.7919999999999998,8,460,20,r207n19.gzip,"[256, 142]",79,0.98,0.22,0.06,0.14,0.1,0.07,"[[2259    7]
 [  31    2]]",0.99,0.27,0.19,0.25,0.22,0.2,"[[11398    33]
 [   50    12]]",0.95,0.22,0.83,0.26,0.34,0.53,"[[2155  108]
 [   6   30]]",0.95,0.1,0.82,0.12,0.17,0.33,"[[10911   515]
 [   12    55]]"
2,1.7919999999999998,2,460,20,r211n17.gzip,"[256, 142]",79,0.82,0.29,0.96,0.33,0.44,0.65,"[[1613  395]
 [   7  158]]",0.81,0.13,0.95,0.16,0.23,0.42,"[[8451 2081]
 [  16  315]]",0.88,0.37,0.99,0.43,0.54,0.75,"[[1747  266]
 [   1  159]]",0.87,0.19,0.98,0.22,0.31,0.53,"[[9160 1379]
 [   8  316]]"
2,1.7919999999999998,8,460,20,r211n17.gzip,"[256, 142]",79,0.84,0.31,0.91,0.36,0.46,0.66,"[[1675  334]
 [  14  150]]",0.84,0.15,0.91,0.18,0.26,0.45,"[[8847 1685]
 [  30  301]]",0.87,0.36,0.99,0.41,0.53,0.73,"[[1726  284]
 [   2  161]]",0.87,0.18,0.97,0.22,0.31,0.52,"[[9144 1395]
 [  10  314]]"
2,1.7919999999999998,2,460,20,r206n02 2.gzip,"[256, 142]",79,0.76,0.47,0.99,0.53,0.64,0.81,"[[1184  510]
 [   5  460]]",0.74,0.25,0.99,0.29,0.4,0.62,"[[7072 2788]
 [   8  925]]",0.81,0.53,0.99,0.58,0.69,0.84,"[[1278  416]
 [   5  460]]",0.79,0.29,0.99,0.34,0.45,0.67,"[[7582 2278]
 [   8  925]]"
2,1.7919999999999998,8,460,20,r206n02 2.gzip,"[256, 142]",79,0.75,0.46,0.99,0.52,0.63,0.81,"[[1154  538]
 [   5  462]]",0.71,0.23,0.99,0.27,0.37,0.6,"[[6744 3116]
 [   8  925]]",0.79,0.51,0.99,0.57,0.67,0.83,"[[1252  440]
 [   5  462]]",0.76,0.27,0.99,0.31,0.42,0.64,"[[7315 2545]
 [   8  925]]"
2,1.7919999999999998,2,460,20,r210n14.gzip,"[256, 142]",79,0.97,0.67,0.03,0.13,0.06,0.04,"[[2106    1]
 [  64    2]]",0.99,0.33,0.03,0.1,0.05,0.03,"[[10737     6]
 [  116     3]]",0.97,0.67,0.03,0.13,0.06,0.04,"[[2107    1]
 [  63    2]]",0.99,0.6,0.03,0.11,0.05,0.03,"[[10743     2]
 [  114     3]]"
2,1.7919999999999998,8,460,20,r210n14.gzip,"[256, 142]",79,0.97,0.4,0.03,0.13,0.06,0.04,"[[2111    3]
 [  57    2]]",0.99,0.27,0.03,0.09,0.05,0.03,"[[10735     8]
 [  116     3]]",0.98,0.95,0.3,0.66,0.46,0.35,"[[2109    1]
 [  44   19]]",0.99,0.57,0.26,0.46,0.36,0.29,"[[10711    25]
 [   93    33]]"
2,1.7919999999999998,2,460,20,r209n15.gzip,"[256, 142]",79,0.98,0.62,0.15,0.37,0.24,0.17,"[[2112    5]
 [  47    8]]",0.99,0.39,0.12,0.27,0.18,0.14,"[[10714    22]
 [  106    14]]",0.73,0.13,0.91,0.15,0.22,0.41,"[[1506  575]
 [   8   83]]",0.73,0.06,0.9,0.07,0.1,0.22,"[[7739 2928]
 [  18  171]]"
2,1.7919999999999998,8,460,20,r209n15.gzip,"[256, 142]",79,0.98,0.43,0.06,0.19,0.1,0.07,"[[2115    4]
 [  50    3]]",0.99,0.4,0.07,0.2,0.12,0.08,"[[10727    12]
 [  109     8]]",0.98,0.33,0.02,0.08,0.04,0.02,"[[2119    2]
 [  50    1]]",0.99,0.19,0.04,0.1,0.06,0.04,"[[10727    17]
 [  108     4]]"
2,1.7919999999999998,2,460,20,r211n14.gzip,"[256, 142]",79,0.99,0.6,0.66,0.61,0.63,0.64,"[[2129   14]
 [  11   21]]",0.99,0.32,0.68,0.35,0.43,0.55,"[[10714    95]
 [   21    44]]",0.99,0.68,0.63,0.67,0.66,0.64,"[[2136    9]
 [  11   19]]",0.99,0.44,0.63,0.46,0.51,0.58,"[[10767    48]
 [   22    37]]"
2,1.7919999999999998,8,460,20,r211n14.gzip,"[256, 142]",79,0.99,0.55,0.7,0.57,0.61,0.66,"[[2123   19]
 [  10   23]]",0.99,0.31,0.66,0.35,0.42,0.54,"[[10718    92]
 [   22    42]]",0.99,0.8,0.67,0.77,0.73,0.69,"[[2140    5]
 [  10   20]]",1.0,0.59,0.61,0.59,0.6,0.6,"[[10794    24]
 [   22    34]]"
2,1.7919999999999998,2,460,20,r210n11.gzip,"[256, 142]",79,0.92,0.14,0.67,0.17,0.24,0.39,"[[1980  154]
 [  13   26]]",0.93,0.06,0.56,0.08,0.11,0.22,"[[10042   732]
 [   39    50]]",0.95,0.2,0.61,0.23,0.3,0.43,"[[2043   92]
 [  15   23]]",0.95,0.09,0.53,0.11,0.16,0.28,"[[10323   452]
 [   41    47]]"
2,1.7919999999999998,8,460,20,r210n11.gzip,"[256, 142]",79,0.93,0.17,0.66,0.2,0.27,0.42,"[[1998  134]
 [  14   27]]",0.94,0.07,0.56,0.09,0.13,0.24,"[[10150   624]
 [   39    50]]",0.95,0.2,0.6,0.23,0.3,0.43,"[[2035   98]
 [  16   24]]",0.95,0.09,0.53,0.11,0.15,0.27,"[[10302   473]
 [   41    47]]"
2,1.7919999999999998,2,460,20,r208n16.gzip,"[256, 142]",79,0.6,0.15,0.98,0.18,0.26,0.46,"[[1074  800]
 [   3  139]]",0.6,0.06,0.98,0.08,0.12,0.25,"[[5755 4041]
 [   6  278]]",0.79,0.23,0.98,0.28,0.38,0.6,"[[1452  430]
 [   3  131]]",0.78,0.11,0.97,0.13,0.19,0.37,"[[7631 2183]
 [   9  257]]"
2,1.7919999999999998,8,460,20,r208n16.gzip,"[256, 142]",79,0.78,0.24,0.99,0.28,0.39,0.61,"[[1441  435]
 [   2  138]]",0.78,0.11,0.97,0.13,0.2,0.38,"[[7601 2198]
 [   9  272]]",0.86,0.3,0.94,0.35,0.46,0.66,"[[1609  278]
 [   8  121]]",0.86,0.15,0.92,0.18,0.25,0.45,"[[8428 1391]
 [  20  241]]"
2,1.7919999999999998,2,460,20,r210n06.gzip,"[256, 142]",79,0.97,1.0,0.01,0.06,0.03,0.02,"[[2639    0]
 [  74    1]]",0.99,1.0,0.01,0.06,0.03,0.02,"[[13410     0]
 [  155     2]]",0.96,0.41,0.49,0.43,0.45,0.47,"[[2579   55]
 [  41   39]]",0.98,0.25,0.48,0.28,0.33,0.41,"[[13166   237]
 [   85    79]]"
2,1.7919999999999998,8,460,20,r210n06.gzip,"[256, 142]",79,0.97,1.0,0.01,0.06,0.02,0.02,"[[2634    0]
 [  79    1]]",0.99,0.25,0.02,0.07,0.04,0.02,"[[13400     9]
 [  155     3]]",0.94,0.28,0.61,0.32,0.38,0.49,"[[2500  130]
 [  33   51]]",0.94,0.13,0.64,0.15,0.21,0.36,"[[12662   737]
 [   60   108]]"
2,1.7919999999999998,2,460,20,r206n02 3.gzip,"[256, 142]",79,0.76,0.47,0.98,0.53,0.64,0.81,"[[1186  508]
 [   7  458]]",0.74,0.25,0.99,0.29,0.4,0.62,"[[7084 2776]
 [  10  923]]",0.8,0.52,0.99,0.58,0.69,0.84,"[[1276  418]
 [   5  460]]",0.79,0.29,0.99,0.34,0.45,0.67,"[[7574 2286]
 [   8  925]]"
2,1.7919999999999998,8,460,20,r206n02 3.gzip,"[256, 142]",79,0.75,0.46,0.99,0.51,0.63,0.8,"[[1147  545]
 [   5  462]]",0.71,0.23,0.99,0.27,0.37,0.59,"[[6725 3135]
 [   8  925]]",0.79,0.5,0.99,0.56,0.67,0.83,"[[1238  454]
 [   5  462]]",0.76,0.26,0.99,0.31,0.41,0.64,"[[7254 2606]
 [   8  925]]"
2,1.7919999999999998,2,460,20,r207n05.gzip,"[256, 142]",79,0.96,0.2,0.68,0.23,0.31,0.46,"[[2202   93]
 [  11   23]]",0.96,0.08,0.69,0.1,0.15,0.28,"[[11093   487]
 [   20    44]]",0.99,0.89,0.59,0.81,0.71,0.63,"[[2300    2]
 [  11   16]]",1.0,0.69,0.58,0.67,0.63,0.6,"[[11581    13]
 [   21    29]]"
2,1.7919999999999998,8,460,20,r207n05.gzip,"[256, 142]",79,0.99,0.0,0.0,,,,"[[2302    5]
 [  22    0]]",0.99,0.08,0.04,0.07,0.06,0.05,"[[11575    24]
 [   43     2]]",0.99,0.67,0.64,0.66,0.65,0.64,"[[2300    7]
 [   8   14]]",0.99,0.38,0.54,0.4,0.45,0.5,"[[11557    41]
 [   21    25]]"
2,1.7919999999999998,2,460,20,r207n03.gzip,"[256, 142]",79,0.99,0.53,0.57,0.53,0.55,0.56,"[[2274   18]
 [  15   20]]",0.99,0.29,0.66,0.32,0.4,0.52,"[[11455   110]
 [   23    44]]",0.99,0.7,0.59,0.68,0.64,0.61,"[[2287    8]
 [  13   19]]",0.99,0.44,0.64,0.46,0.52,0.58,"[[11526    48]
 [   21    37]]"
2,1.7919999999999998,8,460,20,r207n03.gzip,"[256, 142]",79,0.98,0.5,0.58,0.51,0.54,0.56,"[[2270   21]
 [  15   21]]",0.99,0.3,0.58,0.33,0.39,0.49,"[[11477    89]
 [   28    38]]",0.99,0.64,0.58,0.63,0.61,0.59,"[[2286   10]
 [  13   18]]",0.99,0.37,0.6,0.4,0.45,0.53,"[[11516    59]
 [   23    34]]"
2,1.7919999999999998,2,460,20,r206n05.gzip,"[256, 142]",79,0.85,0.26,0.82,0.3,0.39,0.57,"[[2034  364]
 [  27  126]]",0.84,0.11,0.84,0.14,0.2,0.37,"[[10529  1932]
 [   48   245]]",0.91,0.35,0.79,0.39,0.48,0.63,"[[2213  201]
 [  29  108]]",0.91,0.16,0.79,0.19,0.26,0.44,"[[11354  1130]
 [   57   213]]"
2,1.7919999999999998,8,460,20,r206n05.gzip,"[256, 142]",79,0.77,0.2,0.93,0.24,0.33,0.53,"[[1814  582]
 [  11  144]]",0.76,0.09,0.93,0.11,0.16,0.32,"[[9432 3009]
 [  22  291]]",0.77,0.2,0.92,0.23,0.33,0.53,"[[1820  577]
 [  12  142]]",0.76,0.09,0.93,0.11,0.16,0.32,"[[9467 2978]
 [  23  286]]"
2,1.7919999999999998,2,460,20,r209n13.gzip,"[256, 142]",79,0.56,0.33,0.89,0.38,0.48,0.67,"[[ 954 1111]
 [  65  552]]",0.5,0.14,0.89,0.17,0.25,0.43,"[[5635 6542]
 [ 140 1090]]",0.89,0.8,0.64,0.76,0.71,0.67,"[[2007   93]
 [ 209  373]]",0.92,0.54,0.62,0.56,0.58,0.6,"[[11642   605]
 [  445   715]]"
2,1.7919999999999998,8,460,20,r209n13.gzip,"[256, 142]",79,0.62,0.36,0.86,0.41,0.51,0.67,"[[1128  941]
 [  88  525]]",0.58,0.16,0.85,0.19,0.27,0.45,"[[6676 5510]
 [ 182 1039]]",0.77,0.49,0.72,0.53,0.58,0.66,"[[1628  448]
 [ 171  435]]",0.77,0.24,0.71,0.28,0.36,0.51,"[[9523 2680]
 [ 344  860]]"
2,1.7919999999999998,2,460,20,r205n14.gzip,"[256, 142]",79,0.97,0.67,0.32,0.55,0.43,0.36,"[[2060   13]
 [  55   26]]",0.98,0.4,0.26,0.36,0.32,0.28,"[[10555    61]
 [  112    40]]",0.62,0.07,0.59,0.08,0.12,0.23,"[[1270  790]
 [  39   55]]",0.62,0.03,0.64,0.04,0.06,0.12,"[[6580 4000]
 [  68  120]]"
2,1.7919999999999998,8,460,20,r205n14.gzip,"[256, 142]",79,0.82,0.19,0.96,0.23,0.32,0.54,"[[1681  378]
 [   4   91]]",0.83,0.09,0.94,0.11,0.16,0.32,"[[8741 1839]
 [  12  176]]",0.82,0.19,0.95,0.23,0.32,0.53,"[[1670  387]
 [   5   92]]",0.83,0.09,0.93,0.11,0.16,0.32,"[[8720 1858]
 [  13  177]]"
2,1.7919999999999998,2,460,20,r206n02.gzip,"[256, 142]",79,0.75,0.47,0.99,0.52,0.63,0.81,"[[1168  526]
 [   5  460]]",0.73,0.24,0.99,0.29,0.39,0.61,"[[6972 2888]
 [   8  925]]",0.81,0.53,0.99,0.58,0.69,0.84,"[[1286  408]
 [   5  460]]",0.79,0.29,0.99,0.34,0.45,0.67,"[[7614 2246]
 [   8  925]]"
2,1.7919999999999998,8,460,20,r206n02.gzip,"[256, 142]",79,0.75,0.47,0.99,0.52,0.64,0.81,"[[1168  524]
 [   5  462]]",0.72,0.23,0.99,0.28,0.38,0.6,"[[6837 3023]
 [   8  925]]",0.79,0.5,0.99,0.56,0.67,0.83,"[[1238  454]
 [   5  462]]",0.76,0.26,0.99,0.31,0.41,0.64,"[[7253 2607]
 [   8  925]]"
