Number of Hidden Dims,Decrease Rate of Layers' Units,Seed,Pre Filter Count,Loss Filter Count,Node Name,Hidden Dims,Latent Dim,Test Accuracy,Test Precision,Test Recall,Test F0.5-Score,Test F1-Score,Test F2-Score,Test Conf. Matrix,All Data Accuracy,All Data Precision,All Data Recall,All Data F0.5-Score,All Data F1-Score,All Data F2-Score,All Data Conf. Matrix,Post_Test Accuracy,Post_Test Precision,Post_Test Recall,Post_Test F0.5-Score,Post_Test F1-Score,Post_Test F2-Score,Post_Test Conf. Matrix,Post All Data Accuracy,Post All Data Precision,Post All Data Recall,Post All Data F0.5-Score,Post All Data F1-Score,Post All Data F2-Score,Post All Data Conf. Matrix
2,1.3430000000000002,2,460,35,r206n17.gzip,"[342, 254]",189,0.87,0.17,0.83,0.2,0.28,0.46,"[[1986  281]
 [  12   57]]",0.87,0.07,0.84,0.09,0.14,0.28,"[[10081  1456]
 [   22   118]]",0.92,0.22,0.78,0.25,0.34,0.51,"[[2096  177]
 [  14   49]]",0.91,0.1,0.8,0.12,0.17,0.33,"[[10567   979]
 [   26   105]]"
2,1.3430000000000002,8,460,35,r206n17.gzip,"[342, 254]",189,0.91,0.21,0.8,0.25,0.33,0.51,"[[2074  197]
 [  13   52]]",0.91,0.1,0.82,0.12,0.18,0.34,"[[10550   991]
 [   25   111]]",0.95,0.33,0.79,0.37,0.47,0.62,"[[2171  102]
 [  13   50]]",0.95,0.16,0.8,0.19,0.26,0.44,"[[10981   565]
 [   26   105]]"
2,1.3430000000000002,2,460,35,r208n09.gzip,"[342, 254]",189,0.96,0.22,0.67,0.25,0.33,0.47,"[[2060   79]
 [  11   22]]",0.97,0.11,0.65,0.13,0.19,0.33,"[[10460   335]
 [   23    42]]",0.99,0.52,0.66,0.55,0.58,0.62,"[[2121   19]
 [  11   21]]",0.99,0.31,0.61,0.34,0.41,0.51,"[[10712    86]
 [   24    38]]"
2,1.3430000000000002,8,460,35,r208n09.gzip,"[342, 254]",189,0.98,0.48,0.64,0.5,0.55,0.6,"[[2111   25]
 [  13   23]]",0.98,0.23,0.67,0.26,0.34,0.48,"[[10636   155]
 [   23    46]]",0.99,0.69,0.65,0.68,0.67,0.66,"[[2124   11]
 [  13   24]]",0.99,0.32,0.66,0.36,0.43,0.54,"[[10693    97]
 [   24    46]]"
2,1.3430000000000002,2,460,35,r211n08.gzip,"[342, 254]",189,0.87,0.37,0.94,0.42,0.53,0.71,"[[1878  302]
 [  12  174]]",0.86,0.18,0.94,0.22,0.3,0.51,"[[9842 1609]
 [  22  354]]",0.92,0.48,0.92,0.53,0.63,0.78,"[[2009  177]
 [  14  166]]",0.91,0.26,0.93,0.3,0.4,0.61,"[[10480   981]
 [   27   339]]"
2,1.3430000000000002,8,460,35,r211n08.gzip,"[342, 254]",189,0.87,0.37,0.9,0.42,0.53,0.7,"[[1900  282]
 [  18  166]]",0.87,0.19,0.94,0.23,0.32,0.52,"[[9945 1507]
 [  23  352]]",0.9,0.43,0.89,0.48,0.58,0.73,"[[1974  214]
 [  19  159]]",0.9,0.23,0.92,0.27,0.36,0.57,"[[10303  1158]
 [   28   338]]"
2,1.3430000000000002,2,460,35,r208n10.gzip,"[342, 254]",189,0.88,0.07,0.83,0.09,0.13,0.27,"[[1710  243]
 [   4   19]]",0.88,0.04,0.86,0.05,0.08,0.17,"[[8643 1175]
 [   8   50]]",0.93,0.1,0.71,0.12,0.18,0.32,"[[1820  135]
 [   6   15]]",0.93,0.06,0.8,0.07,0.11,0.22,"[[9170  656]
 [  10   40]]"
2,1.3430000000000002,8,460,35,r208n10.gzip,"[342, 254]",189,0.84,0.08,0.9,0.1,0.14,0.29,"[[1643  304]
 [   3   26]]",0.85,0.03,0.86,0.04,0.06,0.14,"[[8323 1495]
 [   8   50]]",0.9,0.12,0.83,0.14,0.21,0.38,"[[1760  186]
 [   5   25]]",0.9,0.05,0.83,0.06,0.09,0.2,"[[8874  944]
 [  10   48]]"
2,1.3430000000000002,2,460,35,r212n07.gzip,"[342, 254]",189,0.95,0.15,0.61,0.18,0.24,0.38,"[[2033  107]
 [  12   19]]",0.95,0.08,0.68,0.09,0.14,0.26,"[[10273   517]
 [   20    43]]",0.98,0.33,0.84,0.38,0.48,0.64,"[[2104   42]
 [   4   21]]",0.98,0.15,0.79,0.18,0.25,0.43,"[[10565   235]
 [   11    42]]"
2,1.3430000000000002,8,460,35,r212n07.gzip,"[342, 254]",189,0.96,0.2,0.82,0.24,0.32,0.51,"[[2051   92]
 [   5   23]]",0.95,0.09,0.78,0.11,0.16,0.3,"[[10283   507]
 [   14    49]]",0.98,0.32,0.79,0.37,0.46,0.61,"[[2107   40]
 [   5   19]]",0.98,0.16,0.79,0.19,0.26,0.44,"[[10564   233]
 [   12    44]]"
2,1.3430000000000002,2,460,35,r207n02.gzip,"[342, 254]",189,0.94,0.4,0.92,0.45,0.56,0.73,"[[2417  158]
 [   9  107]]",0.93,0.2,0.93,0.23,0.32,0.53,"[[12354   870]
 [   17   211]]",0.95,0.44,0.92,0.49,0.59,0.75,"[[2447  132]
 [   9  103]]",0.94,0.21,0.92,0.25,0.34,0.55,"[[12460   769]
 [   17   206]]"
2,1.3430000000000002,8,460,35,r207n02.gzip,"[342, 254]",189,0.93,0.36,0.94,0.41,0.52,0.71,"[[2396  185]
 [   7  103]]",0.93,0.19,0.93,0.22,0.31,0.52,"[[12296   927]
 [   17   212]]",0.95,0.44,0.89,0.49,0.59,0.74,"[[2470  117]
 [  11   93]]",0.95,0.25,0.9,0.29,0.39,0.59,"[[12653   585]
 [   22   192]]"
2,1.3430000000000002,2,460,35,r211n01.gzip,"[342, 254]",189,0.86,0.13,0.73,0.15,0.21,0.37,"[[1818  299]
 [  16   43]]",0.85,0.05,0.72,0.06,0.09,0.19,"[[9139 1628]
 [  32   81]]",0.83,0.1,0.7,0.12,0.18,0.33,"[[1772  347]
 [  17   40]]",0.83,0.04,0.71,0.05,0.08,0.17,"[[8968 1804]
 [  31   77]]"
2,1.3430000000000002,8,460,35,r211n01.gzip,"[342, 254]",189,0.07,0.06,1.0,0.07,0.11,0.23,"[[  33 2021]
 [   0  122]]",0.04,0.02,1.0,0.03,0.04,0.1,"[[  187 10448]
 [    0   245]]",0.23,0.06,0.99,0.07,0.11,0.24,"[[ 392 1676]
 [   1  107]]",0.22,0.02,0.97,0.03,0.05,0.11,"[[2126 8530]
 [   7  217]]"
2,1.3430000000000002,2,460,35,r206n03.gzip,"[342, 254]",189,0.75,0.4,0.99,0.46,0.57,0.77,"[[1354  593]
 [   3  403]]",0.72,0.19,0.99,0.23,0.32,0.54,"[[7629 3326]
 [   8  802]]",0.83,0.5,0.99,0.55,0.66,0.83,"[[1546  404]
 [   3  400]]",0.8,0.25,0.99,0.3,0.4,0.63,"[[8610 2353]
 [   7  795]]"
2,1.3430000000000002,8,460,35,r206n03.gzip,"[342, 254]",189,0.72,0.38,0.99,0.43,0.55,0.75,"[[1294  654]
 [   3  402]]",0.68,0.18,0.99,0.21,0.3,0.52,"[[7228 3727]
 [   7  803]]",0.81,0.48,0.99,0.53,0.64,0.82,"[[1509  441]
 [   3  400]]",0.79,0.25,0.99,0.29,0.4,0.62,"[[8533 2427]
 [   7  798]]"
2,1.3430000000000002,2,460,35,r210n01.gzip,"[342, 254]",189,0.78,0.74,1.0,0.78,0.85,0.93,"[[ 278  448]
 [   1 1292]]",0.5,0.29,1.0,0.34,0.45,0.67,"[[2928 5064]
 [   1 2099]]",0.93,0.9,1.0,0.92,0.95,0.98,"[[ 601  136]
 [   0 1282]]",0.83,0.55,1.0,0.61,0.71,0.86,"[[6314 1694]
 [   0 2084]]"
2,1.3430000000000002,8,460,35,r210n01.gzip,"[342, 254]",189,0.86,0.82,1.0,0.85,0.9,0.96,"[[ 448  278]
 [   1 1292]]",0.69,0.4,1.0,0.45,0.57,0.77,"[[4835 3157]
 [   1 2099]]",0.78,0.74,1.0,0.78,0.85,0.94,"[[ 282  444]
 [   0 1293]]",0.52,0.3,1.0,0.35,0.46,0.68,"[[3118 4874]
 [   0 2100]]"
2,1.3430000000000002,2,460,35,r208n14.gzip,"[342, 254]",189,0.82,0.16,0.95,0.19,0.27,0.48,"[[1342  294]
 [   3   56]]",0.83,0.07,0.93,0.09,0.13,0.27,"[[6884 1469]
 [   9  112]]",0.87,0.18,0.94,0.21,0.3,0.51,"[[1421  223]
 [   3   48]]",0.87,0.08,0.92,0.1,0.15,0.3,"[[7250 1118]
 [   8   98]]"
2,1.3430000000000002,8,460,35,r208n14.gzip,"[342, 254]",189,0.82,0.16,0.93,0.19,0.27,0.47,"[[1325  309]
 [   4   57]]",0.81,0.07,0.93,0.08,0.13,0.26,"[[6783 1568]
 [   9  114]]",0.87,0.13,0.79,0.16,0.23,0.4,"[[1437  216]
 [   9   33]]",0.87,0.06,0.82,0.07,0.11,0.23,"[[7274 1113]
 [  16   71]]"
2,1.3430000000000002,2,460,35,r206n18.gzip,"[342, 254]",189,0.95,0.34,0.81,0.39,0.48,0.64,"[[2182   95]
 [  12   50]]",0.95,0.15,0.81,0.18,0.26,0.43,"[[10980   584]
 [   25   105]]",0.96,0.38,0.79,0.43,0.52,0.65,"[[2201   77]
 [  13   48]]",0.96,0.18,0.8,0.21,0.29,0.47,"[[11086   480]
 [   26   102]]"
2,1.3430000000000002,8,460,35,r206n18.gzip,"[342, 254]",189,0.95,0.33,0.84,0.37,0.47,0.64,"[[2170  107]
 [  10   52]]",0.95,0.16,0.81,0.19,0.26,0.44,"[[10998   566]
 [   25   105]]",0.96,0.38,0.81,0.43,0.52,0.66,"[[2202   78]
 [  11   48]]",0.96,0.19,0.79,0.22,0.3,0.48,"[[11140   428]
 [   27    99]]"
2,1.3430000000000002,2,460,35,r207n14.gzip,"[342, 254]",189,0.94,0.47,0.91,0.52,0.62,0.77,"[[2684  171]
 [  16  154]]",0.95,0.28,0.92,0.33,0.43,0.63,"[[13980   796]
 [   29   317]]",0.92,0.41,0.94,0.46,0.57,0.74,"[[2616  236]
 [  11  162]]",0.92,0.22,0.93,0.26,0.36,0.57,"[[13605  1164]
 [   23   330]]"
2,1.3430000000000002,8,460,35,r207n14.gzip,"[342, 254]",189,0.92,0.43,0.93,0.48,0.59,0.75,"[[2634  215]
 [  13  163]]",0.93,0.23,0.93,0.27,0.37,0.58,"[[13715  1060]
 [   24   323]]",0.98,0.8,0.83,0.8,0.81,0.82,"[[2819   36]
 [  29  141]]",0.98,0.62,0.83,0.65,0.71,0.78,"[[14612   172]
 [   56   282]]"
2,1.3430000000000002,2,460,35,r206n09.gzip,"[342, 254]",189,0.7,0.17,0.93,0.2,0.28,0.48,"[[1865  857]
 [  13  171]]",0.69,0.07,0.95,0.09,0.14,0.28,"[[9619 4535]
 [  20  356]]",0.77,0.17,0.75,0.2,0.28,0.45,"[[2101  630]
 [  44  131]]",0.76,0.07,0.75,0.09,0.13,0.27,"[[10790  3381]
 [   89   270]]"
2,1.3430000000000002,8,460,35,r206n09.gzip,"[342, 254]",189,0.69,0.15,0.81,0.18,0.26,0.43,"[[1861  854]
 [  37  154]]",0.68,0.06,0.8,0.08,0.12,0.24,"[[9639 4516]
 [  75  300]]",0.78,0.19,0.74,0.22,0.3,0.47,"[[2146  580]
 [  46  134]]",0.79,0.08,0.75,0.1,0.15,0.28,"[[11184  2992]
 [   90   264]]"
2,1.3430000000000002,2,460,35,r207n19.gzip,"[342, 254]",189,0.89,0.12,0.74,0.14,0.21,0.36,"[[2003  250]
 [  12   34]]",0.88,0.06,0.83,0.07,0.1,0.22,"[[10026  1369]
 [   17    81]]",0.9,0.12,0.71,0.14,0.21,0.36,"[[2037  220]
 [  12   30]]",0.89,0.06,0.82,0.07,0.11,0.22,"[[10189  1214]
 [   16    74]]"
2,1.3430000000000002,8,460,35,r207n19.gzip,"[342, 254]",189,0.96,0.25,0.64,0.28,0.36,0.49,"[[2171   84]
 [  16   28]]",0.96,0.13,0.69,0.15,0.21,0.36,"[[10991   415]
 [   27    60]]",0.89,0.15,0.88,0.17,0.25,0.44,"[[2004  247]
 [   6   42]]",0.89,0.06,0.87,0.07,0.11,0.24,"[[10157  1244]
 [   12    80]]"
2,1.3430000000000002,2,460,35,r211n17.gzip,"[342, 254]",189,0.81,0.29,0.99,0.34,0.45,0.67,"[[1603  404]
 [   1  165]]",0.8,0.13,0.98,0.16,0.23,0.43,"[[8390 2140]
 [   5  328]]",0.87,0.36,0.99,0.41,0.53,0.73,"[[1730  283]
 [   1  159]]",0.87,0.18,0.98,0.21,0.3,0.52,"[[9093 1446]
 [   7  317]]"
2,1.3430000000000002,8,460,35,r211n17.gzip,"[342, 254]",189,0.8,0.27,1.0,0.32,0.43,0.65,"[[1564  444]
 [   0  165]]",0.79,0.13,0.99,0.15,0.23,0.42,"[[8256 2274]
 [   2  331]]",0.87,0.37,0.99,0.42,0.54,0.74,"[[1734  276]
 [   2  161]]",0.87,0.18,0.98,0.22,0.31,0.53,"[[9142 1397]
 [   8  316]]"
2,1.3430000000000002,2,460,35,r206n02 2.gzip,"[342, 254]",189,0.78,0.5,0.99,0.55,0.66,0.83,"[[1233  461]
 [   5  460]]",0.76,0.27,0.99,0.31,0.42,0.64,"[[7299 2561]
 [   8  925]]",0.81,0.53,0.99,0.58,0.69,0.84,"[[1281  413]
 [   5  460]]",0.79,0.29,0.99,0.34,0.45,0.67,"[[7592 2268]
 [   8  925]]"
2,1.3430000000000002,8,460,35,r206n02 2.gzip,"[342, 254]",189,0.77,0.49,0.99,0.54,0.65,0.82,"[[1207  485]
 [   5  462]]",0.74,0.25,0.99,0.29,0.39,0.62,"[[7011 2849]
 [   8  925]]",0.79,0.5,0.99,0.56,0.67,0.83,"[[1236  456]
 [   5  462]]",0.76,0.26,0.99,0.31,0.41,0.64,"[[7239 2621]
 [   8  925]]"
2,1.3430000000000002,2,460,35,r210n14.gzip,"[342, 254]",189,0.13,0.09,1.0,0.11,0.16,0.33,"[[  87 1899]
 [   0  187]]",0.07,0.04,1.0,0.04,0.07,0.16,"[[  426 10059]
 [    0   377]]",0.17,0.09,0.98,0.11,0.16,0.33,"[[ 191 1804]
 [   3  175]]",0.12,0.04,0.99,0.04,0.07,0.16,"[[ 907 9594]
 [   4  357]]"
2,1.3430000000000002,8,460,35,r210n14.gzip,"[342, 254]",189,0.22,0.09,0.98,0.12,0.17,0.34,"[[ 303 1690]
 [   3  177]]",0.19,0.04,0.98,0.05,0.07,0.16,"[[1709 8799]
 [   6  348]]",0.17,0.09,0.98,0.11,0.16,0.33,"[[ 185 1806]
 [   4  178]]",0.13,0.04,0.98,0.05,0.07,0.16,"[[1060 9437]
 [   6  359]]"
2,1.3430000000000002,2,460,35,r209n15.gzip,"[342, 254]",189,0.63,0.1,0.91,0.13,0.19,0.36,"[[1281  790]
 [   9   92]]",0.63,0.04,0.91,0.05,0.08,0.18,"[[6608 4046]
 [  19  183]]",0.74,0.13,0.91,0.16,0.23,0.42,"[[1526  553]
 [   8   85]]",0.74,0.06,0.92,0.07,0.11,0.23,"[[7808 2858]
 [  16  174]]"
2,1.3430000000000002,8,460,35,r209n15.gzip,"[342, 254]",189,0.59,0.1,0.94,0.12,0.18,0.35,"[[1188  881]
 [   6   97]]",0.59,0.04,0.93,0.05,0.08,0.18,"[[6258 4393]
 [  14  191]]",0.77,0.15,0.89,0.18,0.25,0.44,"[[1594  485]
 [  10   83]]",0.76,0.06,0.88,0.08,0.12,0.24,"[[8127 2539]
 [  22  168]]"
2,1.3430000000000002,2,460,35,r211n14.gzip,"[342, 254]",189,0.99,0.6,0.66,0.61,0.63,0.64,"[[2129   14]
 [  11   21]]",0.99,0.33,0.68,0.36,0.44,0.56,"[[10715    93]
 [   21    45]]",0.99,0.54,0.65,0.56,0.59,0.62,"[[2127   17]
 [  11   20]]",0.99,0.28,0.65,0.32,0.39,0.51,"[[10711   101]
 [   22    40]]"
2,1.3430000000000002,8,460,35,r211n14.gzip,"[342, 254]",189,0.99,0.62,0.73,0.63,0.67,0.7,"[[2127   15]
 [   9   24]]",0.99,0.34,0.68,0.38,0.45,0.57,"[[10724    85]
 [   21    44]]",0.94,0.22,0.82,0.26,0.35,0.54,"[[2021  114]
 [   7   33]]",0.95,0.1,0.8,0.12,0.17,0.33,"[[10250   550]
 [   15    59]]"
2,1.3430000000000002,2,460,35,r210n11.gzip,"[342, 254]",189,0.94,0.17,0.67,0.2,0.27,0.42,"[[2007  127]
 [  13   26]]",0.94,0.08,0.56,0.09,0.14,0.25,"[[10175   599]
 [   39    50]]",0.8,0.1,0.94,0.12,0.17,0.34,"[[1688  436]
 [   3   46]]",0.79,0.04,0.91,0.05,0.08,0.17,"[[8450 2307]
 [  10   96]]"
2,1.3430000000000002,8,460,35,r210n11.gzip,"[342, 254]",189,0.94,0.19,0.66,0.22,0.3,0.44,"[[2017  115]
 [  14   27]]",0.94,0.08,0.56,0.1,0.14,0.26,"[[10208   566]
 [   39    50]]",0.78,0.09,0.96,0.12,0.17,0.34,"[[1641  480]
 [   2   50]]",0.78,0.04,0.88,0.05,0.07,0.16,"[[8363 2394]
 [  13   93]]"
2,1.3430000000000002,2,460,35,r208n16.gzip,"[342, 254]",189,0.78,0.24,0.98,0.28,0.39,0.61,"[[1441  434]
 [   3  138]]",0.77,0.11,0.98,0.13,0.19,0.37,"[[7533 2267]
 [   6  274]]",0.82,0.27,0.98,0.32,0.42,0.64,"[[1524  357]
 [   3  132]]",0.81,0.12,0.97,0.15,0.21,0.4,"[[7910 1902]
 [   8  260]]"
2,1.3430000000000002,8,460,35,r208n16.gzip,"[342, 254]",189,0.79,0.24,0.98,0.29,0.39,0.61,"[[1457  420]
 [   3  136]]",0.78,0.11,0.97,0.14,0.2,0.38,"[[7641 2159]
 [   9  271]]",0.88,0.35,0.98,0.4,0.52,0.72,"[[1653  234]
 [   3  126]]",0.89,0.18,0.96,0.21,0.3,0.51,"[[8673 1146]
 [  10  251]]"
2,1.3430000000000002,2,460,35,r210n06.gzip,"[342, 254]",189,0.82,0.12,0.68,0.14,0.2,0.35,"[[2178  446]
 [  29   61]]",0.83,0.05,0.67,0.06,0.1,0.2,"[[11109  2272]
 [   62   124]]",0.89,0.19,0.68,0.22,0.29,0.44,"[[2370  257]
 [  28   59]]",0.9,0.08,0.66,0.1,0.15,0.28,"[[12113  1278]
 [   60   116]]"
2,1.3430000000000002,8,460,35,r210n06.gzip,"[342, 254]",189,0.8,0.11,0.66,0.13,0.19,0.33,"[[2111  506]
 [  33   64]]",0.8,0.05,0.7,0.06,0.09,0.19,"[[10754  2622]
 [   58   133]]",0.9,0.2,0.66,0.23,0.31,0.45,"[[2376  245]
 [  32   61]]",0.9,0.08,0.68,0.1,0.15,0.28,"[[12039  1345]
 [   59   124]]"
2,1.3430000000000002,2,460,35,r206n02 3.gzip,"[342, 254]",189,0.78,0.5,0.99,0.55,0.66,0.83,"[[1234  460]
 [   5  460]]",0.76,0.27,0.99,0.31,0.42,0.64,"[[7314 2546]
 [   8  925]]",0.81,0.53,0.99,0.58,0.69,0.84,"[[1282  412]
 [   5  460]]",0.79,0.29,0.99,0.34,0.45,0.67,"[[7595 2265]
 [   8  925]]"
2,1.3430000000000002,8,460,35,r206n02 3.gzip,"[342, 254]",189,0.77,0.48,0.99,0.54,0.65,0.82,"[[1198  494]
 [   5  462]]",0.73,0.24,0.99,0.29,0.39,0.61,"[[6983 2877]
 [   8  925]]",0.79,0.5,0.99,0.56,0.67,0.83,"[[1237  455]
 [   5  462]]",0.76,0.26,0.99,0.31,0.41,0.64,"[[7244 2616]
 [   8  925]]"
2,1.3430000000000002,2,460,35,r207n05.gzip,"[342, 254]",189,0.96,0.24,0.69,0.27,0.35,0.5,"[[2217   77]
 [  11   24]]",0.96,0.1,0.69,0.12,0.17,0.31,"[[11165   414]
 [   20    45]]",0.99,0.67,0.62,0.66,0.64,0.63,"[[2291    9]
 [  11   18]]",0.99,0.35,0.64,0.38,0.45,0.55,"[[11524    65]
 [   20    35]]"
2,1.3430000000000002,8,460,35,r207n05.gzip,"[342, 254]",189,0.96,0.22,0.75,0.26,0.34,0.51,"[[2213   84]
 [   8   24]]",0.96,0.09,0.71,0.11,0.16,0.3,"[[11088   488]
 [   20    48]]",0.94,0.17,0.78,0.2,0.27,0.45,"[[2172  125]
 [   7   25]]",0.94,0.07,0.76,0.09,0.13,0.27,"[[10920   656]
 [   16    52]]"
2,1.3430000000000002,2,460,35,r207n03.gzip,"[342, 254]",189,0.99,0.54,0.68,0.57,0.6,0.65,"[[2267   22]
 [  12   26]]",0.99,0.28,0.74,0.32,0.4,0.55,"[[11422   138]
 [   19    53]]",0.97,0.3,0.78,0.34,0.44,0.59,"[[2223   67]
 [   8   29]]",0.96,0.13,0.83,0.15,0.22,0.39,"[[11162   400]
 [   12    58]]"
2,1.3430000000000002,8,460,35,r207n03.gzip,"[342, 254]",189,0.98,0.48,0.78,0.52,0.6,0.69,"[[2254   33]
 [   9   31]]",0.99,0.28,0.73,0.32,0.41,0.55,"[[11428   133]
 [   19    52]]",0.96,0.27,0.82,0.32,0.41,0.58,"[[2207   82]
 [   7   31]]",0.96,0.12,0.82,0.15,0.21,0.38,"[[11142   419]
 [   13    58]]"
2,1.3430000000000002,2,460,35,r206n05.gzip,"[342, 254]",189,0.85,0.27,0.84,0.31,0.41,0.59,"[[2049  349]
 [  24  129]]",0.85,0.12,0.85,0.14,0.21,0.38,"[[10612  1849]
 [   45   248]]",0.9,0.33,0.79,0.38,0.47,0.62,"[[2199  215]
 [  29  108]]",0.9,0.15,0.79,0.18,0.26,0.43,"[[11302  1182]
 [   57   213]]"
2,1.3430000000000002,8,460,35,r206n05.gzip,"[342, 254]",189,0.93,0.42,0.8,0.47,0.56,0.68,"[[2265  149]
 [  27  110]]",0.94,0.23,0.81,0.27,0.36,0.54,"[[11720   757]
 [   52   225]]",0.96,0.62,0.75,0.64,0.68,0.72,"[[2360   60]
 [  33   98]]",0.98,0.45,0.75,0.48,0.56,0.66,"[[12246   245]
 [   66   197]]"
2,1.3430000000000002,2,460,35,r209n13.gzip,"[342, 254]",189,0.23,0.23,1.0,0.28,0.38,0.6,"[[   2 2055]
 [   0  625]]",0.09,0.09,1.0,0.11,0.17,0.34,"[[   13 12143]
 [    0  1251]]",0.23,0.23,1.0,0.28,0.38,0.6,"[[   3 2054]
 [   0  625]]",0.1,0.09,1.0,0.11,0.17,0.34,"[[   32 12124]
 [    0  1251]]"
2,1.3430000000000002,8,460,35,r209n13.gzip,"[342, 254]",189,0.23,0.23,1.0,0.28,0.38,0.6,"[[   0 2057]
 [   0  625]]",0.09,0.09,1.0,0.11,0.17,0.34,"[[    0 12156]
 [    0  1251]]",0.23,0.23,1.0,0.28,0.38,0.6,"[[   0 2057]
 [   0  625]]",0.09,0.09,1.0,0.11,0.17,0.34,"[[    0 12156]
 [    0  1251]]"
