Number of Hidden Dims,Decrease Rate of Layers' Units,Seed,Pre Filter Count,Loss Filter Count,Node Name,Hidden Dims,Latent Dim,Test Accuracy,Test Precision,Test Recall,Test F0.5-Score,Test F1-Score,Test F2-Score,Test Conf. Matrix,All Data Accuracy,All Data Precision,All Data Recall,All Data F0.5-Score,All Data F1-Score,All Data F2-Score,All Data Conf. Matrix,Post_Test Accuracy,Post_Test Precision,Post_Test Recall,Post_Test F0.5-Score,Post_Test F1-Score,Post_Test F2-Score,Post_Test Conf. Matrix,Post All Data Accuracy,Post All Data Precision,Post All Data Recall,Post All Data F0.5-Score,Post All Data F1-Score,Post All Data F2-Score,Post All Data Conf. Matrix
1,1.179,2,460,22,r208n09.gzip,[390],330,0.99,0.48,0.54,0.49,0.51,0.53,"[[2131   15]
 [  12   14]]",0.99,0.31,0.54,0.34,0.39,0.47,"[[10745    63]
 [   24    28]]",0.99,0.78,0.56,0.72,0.65,0.59,"[[2143    4]
 [  11   14]]",1.0,0.74,0.51,0.68,0.6,0.54,"[[10802     9]
 [   24    25]]"
1,1.179,8,460,22,r208n09.gzip,[390],330,0.98,0.38,0.55,0.41,0.45,0.51,"[[2117   26]
 [  13   16]]",0.98,0.18,0.57,0.2,0.27,0.39,"[[10667   140]
 [   23    30]]",0.99,0.7,0.64,0.68,0.67,0.65,"[[2126   10]
 [  13   23]]",0.99,0.44,0.61,0.47,0.51,0.57,"[[10750    48]
 [   24    38]]"
1,1.179,2,460,22,r211n08.gzip,[390],330,0.93,1.0,0.01,0.03,0.01,0.01,"[[2197    0]
 [ 168    1]]",0.97,0.5,0.01,0.03,0.01,0.01,"[[11484     2]
 [  339     2]]",0.84,0.31,0.89,0.35,0.46,0.65,"[[1831  358]
 [  19  158]]",0.85,0.16,0.93,0.19,0.27,0.47,"[[9705 1764]
 [  26  332]]"
1,1.179,8,460,22,r211n08.gzip,[390],330,0.86,0.35,0.96,0.4,0.51,0.71,"[[1863  324]
 [   8  171]]",0.85,0.17,0.97,0.2,0.28,0.49,"[[9655 1804]
 [  11  357]]",0.96,0.64,0.95,0.69,0.77,0.87,"[[2110   89]
 [   8  159]]",0.96,0.43,0.95,0.48,0.59,0.77,"[[11043   435]
 [   18   331]]"
1,1.179,2,460,22,r208n10.gzip,[390],330,0.9,0.09,0.83,0.11,0.17,0.32,"[[1769  184]
 [   4   19]]",0.91,0.05,0.86,0.07,0.1,0.21,"[[8942  877]
 [   8   49]]",0.95,0.15,0.71,0.18,0.25,0.41,"[[1856   96]
 [   7   17]]",0.95,0.08,0.76,0.1,0.15,0.29,"[[9349  472]
 [  13   42]]"
1,1.179,8,460,22,r208n10.gzip,[390],330,0.99,0.25,0.05,0.14,0.09,0.06,"[[1954    3]
 [  18    1]]",1.0,0.2,0.09,0.16,0.12,0.1,"[[9830   12]
 [  31    3]]",0.94,0.17,0.8,0.2,0.28,0.46,"[[1830  116]
 [   6   24]]",0.94,0.07,0.77,0.09,0.13,0.27,"[[9262  557]
 [  13   44]]"
1,1.179,2,460,22,r212n07.gzip,[390],330,0.93,0.15,0.84,0.18,0.26,0.44,"[[1994  146]
 [   5   26]]",0.94,0.07,0.79,0.08,0.13,0.26,"[[10115   675]
 [   13    50]]",0.99,0.53,0.74,0.56,0.62,0.68,"[[2126   18]
 [   7   20]]",0.99,0.3,0.74,0.34,0.43,0.57,"[[10696    99]
 [   15    43]]"
1,1.179,8,460,22,r212n07.gzip,[390],330,0.93,0.15,0.9,0.18,0.26,0.46,"[[1999  143]
 [   3   26]]",0.93,0.06,0.84,0.08,0.12,0.24,"[[10004   787]
 [   10    52]]",0.99,0.73,0.81,0.75,0.77,0.8,"[[2136    8]
 [   5   22]]",0.99,0.32,0.79,0.36,0.46,0.61,"[[10704    93]
 [   12    44]]"
1,1.179,2,460,22,r207n02.gzip,[390],330,0.94,0.4,0.92,0.45,0.56,0.73,"[[2412  162]
 [   9  108]]",0.93,0.19,0.93,0.23,0.32,0.53,"[[12340   883]
 [   17   212]]",0.94,0.41,0.92,0.46,0.57,0.74,"[[2420  155]
 [   9  107]]",0.93,0.19,0.93,0.23,0.32,0.52,"[[12332   893]
 [   17   210]]"
1,1.179,8,460,22,r207n02.gzip,[390],330,0.94,0.39,0.9,0.44,0.55,0.71,"[[2430  152]
 [  11   98]]",0.94,0.21,0.91,0.24,0.33,0.54,"[[12443   785]
 [   21   203]]",0.98,0.65,0.65,0.65,0.65,0.65,"[[2566   33]
 [  32   60]]",0.98,0.47,0.69,0.5,0.56,0.63,"[[13114   147]
 [   60   131]]"
1,1.179,2,460,22,r211n01.gzip,[390],330,0.98,1.0,0.02,0.11,0.05,0.03,"[[2136    0]
 [  39    1]]",0.99,0.67,0.03,0.12,0.05,0.03,"[[10806     1]
 [   71     2]]",0.99,1.0,0.37,0.74,0.54,0.42,"[[2135    0]
 [  26   15]]",1.0,1.0,0.32,0.7,0.48,0.37,"[[10807     0]
 [   50    23]]"
1,1.179,8,460,22,r211n01.gzip,[390],330,0.88,0.15,0.88,0.18,0.25,0.44,"[[1879  248]
 [   6   43]]",0.88,0.06,0.75,0.07,0.11,0.23,"[[9538 1235]
 [  27   80]]",0.97,0.36,0.69,0.4,0.48,0.59,"[[2096   44]
 [  11   25]]",0.97,0.15,0.54,0.18,0.24,0.36,"[[10560   240]
 [   37    43]]"
1,1.179,2,460,22,r206n03.gzip,[390],330,0.78,0.44,0.99,0.5,0.61,0.79,"[[1436  511]
 [   3  403]]",0.76,0.22,0.99,0.26,0.36,0.58,"[[8118 2837]
 [   7  803]]",0.84,0.52,0.99,0.58,0.68,0.84,"[[1585  365]
 [   3  400]]",0.82,0.27,0.99,0.32,0.42,0.65,"[[8815 2148]
 [   8  794]]"
1,1.179,8,460,22,r206n03.gzip,[390],330,0.74,0.39,0.99,0.45,0.56,0.76,"[[1329  619]
 [   3  402]]",0.7,0.19,0.99,0.22,0.31,0.53,"[[7434 3521]
 [   7  803]]",0.79,0.45,0.99,0.51,0.62,0.8,"[[1464  487]
 [   3  399]]",0.77,0.22,0.99,0.27,0.37,0.59,"[[8223 2740]
 [  10  792]]"
1,1.179,2,460,22,r210n01.gzip,[390],330,0.69,0.68,1.0,0.72,0.81,0.91,"[[ 108  618]
 [   0 1293]]",0.32,0.23,1.0,0.28,0.38,0.6,"[[1111 6881]
 [   0 2100]]",0.94,0.92,1.0,0.93,0.96,0.98,"[[ 623  116]
 [   0 1280]]",0.85,0.58,1.0,0.63,0.73,0.87,"[[6495 1518]
 [   0 2079]]"
1,1.179,8,460,22,r210n01.gzip,[390],330,0.87,0.84,1.0,0.86,0.91,0.96,"[[ 478  252]
 [   1 1288]]",0.72,0.42,1.0,0.48,0.59,0.78,"[[5125 2871]
 [   1 2095]]",0.64,0.64,1.0,0.69,0.78,0.9,"[[   0  726]
 [   0 1293]]",0.21,0.21,1.0,0.25,0.34,0.57,"[[   0 7992]
 [   0 2100]]"
1,1.179,2,460,22,r208n14.gzip,[390],330,0.88,0.21,0.93,0.25,0.35,0.55,"[[1436  201]
 [   4   54]]",0.89,0.1,0.91,0.12,0.18,0.34,"[[7397  963]
 [  10  104]]",0.93,0.28,0.92,0.33,0.43,0.63,"[[1527  118]
 [   4   46]]",0.93,0.13,0.9,0.16,0.23,0.42,"[[7774  597]
 [  10   93]]"
1,1.179,8,460,22,r208n14.gzip,[390],330,0.98,0.68,0.35,0.57,0.46,0.39,"[[1645    7]
 [  28   15]]",0.99,0.43,0.44,0.43,0.43,0.43,"[[8336   51]
 [  49   38]]",0.98,0.87,0.32,0.64,0.46,0.36,"[[1652    2]
 [  28   13]]",0.99,0.76,0.42,0.65,0.54,0.46,"[[8379   11]
 [  49   35]]"
1,1.179,2,460,22,r206n18.gzip,[390],330,0.98,,0.0,,,,"[[2290    0]
 [  49    0]]",0.99,0.11,0.01,0.04,0.02,0.01,"[[11583     8]
 [  102     1]]",0.85,0.13,0.86,0.16,0.23,0.41,"[[1949  332]
 [   8   50]]",0.87,0.06,0.88,0.08,0.12,0.24,"[[10045  1533]
 [   14   102]]"
1,1.179,8,460,22,r206n18.gzip,[390],330,0.94,0.29,0.84,0.33,0.43,0.61,"[[2148  129]
 [  10   52]]",0.94,0.15,0.82,0.17,0.25,0.43,"[[10927   636]
 [   23   108]]",0.96,0.36,0.82,0.41,0.5,0.65,"[[2192   87]
 [  11   49]]",0.96,0.18,0.81,0.21,0.3,0.48,"[[11095   471]
 [   24   104]]"
1,1.179,2,460,22,r207n14.gzip,[390],330,0.94,0.48,0.92,0.53,0.63,0.77,"[[2696  164]
 [  14  151]]",0.95,0.29,0.92,0.33,0.44,0.64,"[[14008   775]
 [   28   311]]",0.99,0.93,0.79,0.9,0.85,0.81,"[[2850   10]
 [  35  130]]",0.99,0.91,0.8,0.88,0.85,0.82,"[[14756    28]
 [   69   269]]"
1,1.179,8,460,22,r207n14.gzip,[390],330,0.97,0.69,0.78,0.71,0.73,0.76,"[[2795   60]
 [  37  133]]",0.98,0.49,0.8,0.53,0.61,0.71,"[[14503   280]
 [   67   272]]",0.99,0.99,0.76,0.94,0.86,0.8,"[[2854    1]
 [  40  130]]",0.99,0.97,0.79,0.93,0.87,0.82,"[[14775     9]
 [   70   268]]"
1,1.179,2,460,22,r206n09.gzip,[390],330,0.95,0.56,0.03,0.14,0.07,0.04,"[[2758    4]
 [ 139    5]]",0.98,0.24,0.03,0.11,0.06,0.04,"[[14195    32]
 [  293    10]]",0.69,0.13,0.74,0.16,0.23,0.39,"[[1882  848]
 [  46  130]]",0.69,0.06,0.72,0.07,0.1,0.22,"[[9827 4342]
 [ 101  260]]"
1,1.179,8,460,22,r206n09.gzip,[390],330,0.8,0.2,0.7,0.23,0.31,0.46,"[[2214  513]
 [  54  125]]",0.81,0.09,0.71,0.1,0.15,0.29,"[[11477  2698]
 [  104   251]]",0.81,0.21,0.75,0.25,0.33,0.5,"[[2232  495]
 [  45  134]]",0.82,0.1,0.75,0.12,0.17,0.32,"[[11699  2479]
 [   89   263]]"
1,1.179,2,460,22,r207n19.gzip,[390],330,0.92,0.14,0.84,0.17,0.24,0.42,"[[2076  186]
 [   6   31]]",0.91,0.07,0.9,0.08,0.12,0.26,"[[10415   999]
 [    8    71]]",0.99,0.47,0.74,0.51,0.58,0.66,"[[2242   26]
 [   8   23]]",0.98,0.23,0.82,0.27,0.36,0.54,"[[11248   179]
 [   12    54]]"
1,1.179,8,460,22,r207n19.gzip,[390],330,0.85,0.12,0.94,0.14,0.21,0.39,"[[1921  331]
 [   3   44]]",0.86,0.06,0.97,0.07,0.11,0.23,"[[9812 1584]
 [   3   94]]",0.99,0.57,0.73,0.6,0.64,0.69,"[[2248   18]
 [   9   24]]",0.99,0.28,0.73,0.32,0.41,0.55,"[[11324   110]
 [   16    43]]"
1,1.179,2,460,22,r211n17.gzip,[390],330,0.84,0.32,0.99,0.37,0.48,0.7,"[[1654  352]
 [   1  166]]",0.83,0.15,0.98,0.19,0.27,0.47,"[[8736 1793]
 [   6  328]]",0.85,0.34,0.99,0.39,0.51,0.72,"[[1687  319]
 [   1  166]]",0.85,0.17,0.98,0.2,0.29,0.5,"[[8908 1621]
 [   6  328]]"
1,1.179,8,460,22,r211n17.gzip,[390],330,0.86,0.32,0.8,0.37,0.46,0.62,"[[1738  272]
 [  33  130]]",0.87,0.16,0.8,0.19,0.27,0.45,"[[9190 1345]
 [  66  262]]",0.91,0.46,0.75,0.49,0.57,0.67,"[[1865  146]
 [  40  122]]",0.93,0.27,0.75,0.31,0.39,0.55,"[[9860  676]
 [  82  245]]"
1,1.179,2,460,22,r206n02 2.gzip,[390],330,0.79,0.51,0.99,0.56,0.67,0.83,"[[1245  449]
 [   5  460]]",0.77,0.27,0.99,0.32,0.43,0.65,"[[7367 2493]
 [   8  925]]",0.81,0.53,0.99,0.58,0.69,0.84,"[[1280  414]
 [   5  460]]",0.79,0.29,0.99,0.34,0.45,0.67,"[[7586 2274]
 [   8  925]]"
1,1.179,8,460,22,r206n02 2.gzip,[390],330,0.81,0.53,0.99,0.58,0.69,0.84,"[[1277  415]
 [   5  462]]",0.78,0.28,0.99,0.33,0.44,0.66,"[[7502 2358]
 [   8  925]]",0.81,0.53,0.99,0.59,0.69,0.84,"[[1285  407]
 [   5  462]]",0.79,0.29,0.99,0.34,0.45,0.67,"[[7595 2265]
 [   8  925]]"
1,1.179,2,460,22,r210n14.gzip,[390],330,0.97,1.0,0.02,0.07,0.03,0.02,"[[2108    0]
 [  64    1]]",0.99,0.5,0.02,0.07,0.03,0.02,"[[10742     2]
 [  116     2]]",0.94,0.32,0.56,0.35,0.41,0.49,"[[1992   99]
 [  36   46]]",0.94,0.15,0.58,0.17,0.23,0.36,"[[10169   535]
 [   67    91]]"
1,1.179,8,460,22,r210n14.gzip,[390],330,0.97,0.38,0.05,0.16,0.09,0.06,"[[2108    5]
 [  57    3]]",0.99,0.25,0.03,0.11,0.06,0.04,"[[10730    12]
 [  116     4]]",0.98,0.85,0.33,0.65,0.48,0.38,"[[2103    4]
 [  44   22]]",0.99,0.66,0.27,0.51,0.39,0.31,"[[10716    18]
 [   93    35]]"
1,1.179,2,460,22,r209n15.gzip,[390],330,0.98,0.73,0.15,0.4,0.24,0.17,"[[2114    3]
 [  47    8]]",0.99,0.52,0.11,0.3,0.18,0.13,"[[10725    12]
 [  106    13]]",0.87,0.2,0.79,0.23,0.32,0.49,"[[1819  269]
 [  18   66]]",0.87,0.08,0.78,0.1,0.15,0.3,"[[9275 1414]
 [  36  131]]"
1,1.179,8,460,22,r209n15.gzip,[390],330,0.97,0.3,0.06,0.16,0.1,0.07,"[[2112    7]
 [  50    3]]",0.99,0.45,0.08,0.24,0.14,0.1,"[[10726    12]
 [  108    10]]",0.86,0.16,0.72,0.19,0.26,0.42,"[[1820  278]
 [  21   53]]",0.84,0.07,0.77,0.09,0.13,0.26,"[[9032 1656]
 [  39  129]]"
1,1.179,2,460,22,r211n14.gzip,[390],330,0.99,0.76,0.67,0.74,0.71,0.68,"[[2135    7]
 [  11   22]]",0.99,0.47,0.67,0.5,0.55,0.61,"[[10763    48]
 [   21    42]]",0.99,0.83,0.65,0.79,0.73,0.68,"[[2140    4]
 [  11   20]]",1.0,0.66,0.63,0.65,0.64,0.64,"[[10794    20]
 [   22    38]]"
1,1.179,8,460,22,r211n14.gzip,[390],330,0.95,0.18,0.77,0.21,0.29,0.46,"[[2032  112]
 [   7   24]]",0.95,0.08,0.78,0.1,0.15,0.3,"[[10269   541]
 [   14    50]]",0.99,0.78,0.78,0.78,0.78,0.78,"[[2136    7]
 [   7   25]]",0.99,0.48,0.75,0.52,0.59,0.68,"[[10763    50]
 [   15    46]]"
1,1.179,2,460,22,r210n11.gzip,[390],330,0.08,0.03,0.98,0.04,0.06,0.14,"[[ 110 1998]
 [   1   64]]",0.07,0.01,0.99,0.02,0.02,0.06,"[[  585 10151]
 [    1   126]]",0.6,0.04,0.73,0.05,0.08,0.17,"[[1278  846]
 [  13   36]]",0.59,0.02,0.75,0.02,0.03,0.07,"[[6321 4446]
 [  24   72]]"
1,1.179,8,460,22,r210n11.gzip,[390],330,0.94,0.15,0.58,0.18,0.24,0.38,"[[2022  115]
 [  15   21]]",0.95,0.08,0.52,0.09,0.14,0.24,"[[10260   519]
 [   40    44]]",0.98,0.32,0.47,0.34,0.38,0.43,"[[2113   30]
 [  16   14]]",0.98,0.19,0.45,0.22,0.27,0.36,"[[10645   143]
 [   41    34]]"
1,1.179,2,460,22,r208n16.gzip,[390],330,0.77,0.23,0.98,0.27,0.38,0.6,"[[1414  460]
 [   3  139]]",0.76,0.1,0.98,0.13,0.19,0.36,"[[7409 2391]
 [   6  274]]",0.81,0.25,0.93,0.29,0.39,0.6,"[[1500  382]
 [   9  125]]",0.8,0.11,0.94,0.14,0.2,0.38,"[[7834 1977]
 [  17  252]]"
1,1.179,8,460,22,r208n16.gzip,[390],330,0.77,0.23,0.99,0.28,0.38,0.6,"[[1423  453]
 [   2  138]]",0.77,0.11,0.97,0.13,0.19,0.37,"[[7502 2297]
 [   9  272]]",0.82,0.25,0.93,0.3,0.4,0.6,"[[1543  347]
 [   9  117]]",0.83,0.12,0.92,0.15,0.22,0.4,"[[8122 1696]
 [  22  240]]"
1,1.179,2,460,22,r210n06.gzip,[390],330,0.97,1.0,0.01,0.06,0.03,0.02,"[[2639    0]
 [  74    1]]",0.99,1.0,0.01,0.06,0.03,0.02,"[[13410     0]
 [  155     2]]",0.93,0.26,0.63,0.29,0.37,0.49,"[[2469  158]
 [  32   55]]",0.94,0.12,0.61,0.15,0.21,0.34,"[[12639   753]
 [   69   106]]"
1,1.179,8,460,22,r210n06.gzip,[390],330,0.97,1.0,0.01,0.06,0.02,0.02,"[[2634    0]
 [  79    1]]",0.99,0.43,0.02,0.08,0.04,0.02,"[[13405     4]
 [  155     3]]",0.95,0.32,0.51,0.35,0.39,0.45,"[[2534   93]
 [  43   44]]",0.96,0.16,0.55,0.18,0.25,0.37,"[[12896   501]
 [   76    94]]"
1,1.179,2,460,22,r206n02 3.gzip,[390],330,0.81,0.53,0.99,0.59,0.69,0.84,"[[1296  399]
 [   6  458]]",0.79,0.29,0.99,0.34,0.45,0.67,"[[7643 2218]
 [   9  923]]",0.89,0.67,0.98,0.71,0.79,0.9,"[[1467  229]
 [   8  455]]",0.88,0.42,0.98,0.48,0.59,0.78,"[[8620 1243]
 [  16  914]]"
1,1.179,8,460,22,r206n02 3.gzip,[390],330,0.8,0.52,0.99,0.58,0.68,0.84,"[[1271  421]
 [   5  462]]",0.77,0.28,0.99,0.32,0.43,0.65,"[[7438 2422]
 [   8  925]]",0.81,0.53,0.99,0.59,0.69,0.84,"[[1286  406]
 [   5  462]]",0.79,0.29,0.99,0.34,0.45,0.67,"[[7598 2262]
 [   8  925]]"
1,1.179,2,460,22,r207n05.gzip,[390],330,0.94,0.16,0.73,0.19,0.27,0.43,"[[2155  137]
 [  10   27]]",0.94,0.07,0.82,0.09,0.13,0.27,"[[10836   737]
 [   13    58]]",0.99,0.62,0.64,0.62,0.63,0.64,"[[2290   11]
 [  10   18]]",0.99,0.34,0.69,0.38,0.46,0.57,"[[11522    70]
 [   16    36]]"
1,1.179,8,460,22,r207n05.gzip,[390],330,0.99,0.0,0.0,,,,"[[2304    3]
 [  22    0]]",1.0,0.2,0.04,0.12,0.07,0.05,"[[11591     8]
 [   43     2]]",0.99,0.76,0.67,0.74,0.71,0.68,"[[2300    5]
 [   8   16]]",1.0,0.43,0.59,0.46,0.5,0.55,"[[11557    38]
 [   20    29]]"
1,1.179,2,460,22,r207n03.gzip,[390],330,0.99,0.58,0.64,0.59,0.61,0.62,"[[2279   15]
 [  12   21]]",0.99,0.36,0.7,0.4,0.48,0.59,"[[11491    78]
 [   19    44]]",0.99,0.8,0.55,0.73,0.65,0.59,"[[2294    4]
 [  13   16]]",1.0,0.58,0.6,0.59,0.59,0.6,"[[11556    23]
 [   21    32]]"
1,1.179,8,460,22,r207n03.gzip,[390],330,0.96,0.3,0.93,0.35,0.46,0.66,"[[2199   87]
 [   3   38]]",0.97,0.15,0.88,0.18,0.25,0.44,"[[11166   390]
 [    9    67]]",0.99,1.0,0.54,0.85,0.7,0.59,"[[2301    0]
 [  12   14]]",1.0,0.93,0.55,0.82,0.69,0.6,"[[11581     2]
 [   22    27]]"
1,1.179,2,460,22,r206n05.gzip,[390],330,0.93,0.43,0.79,0.48,0.56,0.68,"[[2266  145]
 [  29  111]]",0.94,0.23,0.8,0.27,0.36,0.54,"[[11762   720]
 [   54   218]]",0.96,0.63,0.76,0.65,0.69,0.73,"[[2360   59]
 [  32  100]]",0.97,0.38,0.75,0.42,0.5,0.63,"[[12166   325]
 [   65   198]]"
1,1.179,8,460,22,r206n05.gzip,[390],330,0.94,0.47,0.79,0.51,0.59,0.69,"[[2298  120]
 [  28  105]]",0.95,0.28,0.79,0.32,0.41,0.58,"[[11919   564]
 [   56   215]]",0.96,0.57,0.78,0.6,0.66,0.73,"[[2344   77]
 [  28  102]]",0.97,0.39,0.78,0.43,0.52,0.65,"[[12170   322]
 [   57   205]]"
1,1.179,2,460,22,r209n13.gzip,[390],330,0.7,0.42,0.87,0.47,0.57,0.72,"[[1356  716]
 [  82  528]]",0.67,0.2,0.85,0.24,0.32,0.51,"[[8005 4182]
 [ 180 1040]]",0.62,0.36,0.85,0.41,0.51,0.67,"[[1147  921]
 [  92  522]]",0.58,0.16,0.85,0.19,0.27,0.45,"[[6705 5473]
 [ 190 1039]]"
1,1.179,8,460,22,r209n13.gzip,[390],330,0.69,0.42,0.87,0.46,0.56,0.71,"[[1324  745]
 [  82  531]]",0.66,0.19,0.86,0.23,0.32,0.51,"[[7795 4392]
 [ 170 1050]]",0.65,0.38,0.83,0.43,0.53,0.67,"[[1241  824]
 [ 104  513]]",0.62,0.17,0.84,0.21,0.29,0.47,"[[7280 4895]
 [ 203 1029]]"
1,1.179,2,460,22,r205n14.gzip,[390],330,0.96,0.5,0.05,0.18,0.09,0.06,"[[2073    4]
 [  73    4]]",0.99,0.62,0.06,0.2,0.1,0.07,"[[10619     5]
 [  136     8]]",0.97,0.91,0.13,0.42,0.23,0.16,"[[2077    1]
 [  66   10]]",0.99,0.62,0.09,0.29,0.16,0.11,"[[10617     8]
 [  130    13]]"
1,1.179,8,460,22,r205n14.gzip,[390],330,0.97,0.38,0.07,0.21,0.12,0.09,"[[2078    8]
 [  63    5]]",0.99,0.34,0.08,0.21,0.13,0.1,"[[10599    23]
 [  134    12]]",0.45,0.06,0.81,0.08,0.11,0.24,"[[ 896 1164]
 [  18   76]]",0.44,0.02,0.8,0.03,0.05,0.11,"[[4564 6016]
 [  38  150]]"
1,1.179,2,460,22,r206n02.gzip,[390],330,0.82,0.55,0.99,0.6,0.71,0.85,"[[1316  378]
 [   5  460]]",0.81,0.31,0.99,0.36,0.47,0.69,"[[7790 2070]
 [   8  925]]",0.83,0.57,0.99,0.62,0.72,0.86,"[[1342  352]
 [   5  460]]",0.82,0.33,0.99,0.38,0.49,0.7,"[[7945 1915]
 [   8  925]]"
1,1.179,8,460,22,r206n02.gzip,[390],330,0.8,0.52,0.99,0.58,0.68,0.84,"[[1270  422]
 [   5  462]]",0.78,0.28,0.99,0.32,0.43,0.65,"[[7451 2409]
 [   8  925]]",0.82,0.55,0.99,0.61,0.71,0.85,"[[1319  373]
 [   6  461]]",0.8,0.31,0.99,0.35,0.47,0.68,"[[7767 2093]
 [  12  921]]"
